build/assets.js: line 16, col 24, eval is evil.
node_modules/underscore/underscore.js: line 350, col 37, Use '===' to compare with 'null'.
node_modules/underscore/underscore.js: line 379, col 13, Use '===' to compare with '0'.
node_modules/underscore/underscore.js: line 428, col 15, Use '===' to compare with 'null'.
node_modules/underscore/underscore.js: line 441, col 15, Use '===' to compare with 'null'.
node_modules/underscore/underscore.js: line 483, col 49, Missing '()' invoking a constructor.
node_modules/underscore/underscore.js: line 485, col 17, Missing semicolon.
node_modules/underscore/underscore.js: line 485, col 18, Expected an identifier and instead saw '='.
node_modules/underscore/underscore.js: line 485, col 18, Expected an assignment or function call and instead saw an expression.
node_modules/underscore/underscore.js: line 485, col 19, Missing semicolon.
node_modules/underscore/underscore.js: line 485, col 28, Missing name in function declaration.
node_modules/underscore/underscore.js: line 488, col 22, A constructor name should start with an uppercase letter.
node_modules/underscore/underscore.js: line 488, col 26, Missing '()' invoking a constructor.
node_modules/underscore/underscore.js: line 490, col 11, Missing 'new' prefix when invoking a constructor.
node_modules/underscore/underscore.js: line 492, col 6, Unnecessary semicolon.
node_modules/underscore/underscore.js: line 499, col 22, Use '===' to compare with '0'.
node_modules/underscore/underscore.js: line 507, col 35, Expected an assignment or function call and instead saw an expression.
node_modules/underscore/underscore.js: line 518, col 12, 'setTimeout' is not defined.
node_modules/underscore/underscore.js: line 539, col 31, 'setTimeout' is not defined.
node_modules/underscore/underscore.js: line 561, col 7, 'clearTimeout' is not defined.
node_modules/underscore/underscore.js: line 562, col 17, 'setTimeout' is not defined.
node_modules/underscore/underscore.js: line 573, col 18, Missing semicolon.
node_modules/underscore/underscore.js: line 573, col 19, Expected an identifier and instead saw '='.
node_modules/underscore/underscore.js: line 573, col 19, Too many errors. (58% scanned).
node_modules/cookies/test.js: line 1, col 14, 'require' is not defined.
node_modules/cookies/test.js: line 2, col 12, 'require' is not defined.
node_modules/cookies/test.js: line 3, col 12, 'require' is not defined.
node_modules/cookies/test.js: line 4, col 15, 'require' is not defined.
node_modules/cookies/test.js: line 6, col 11, Missing semicolon.
node_modules/cookies/test.js: line 10, col 33, Missing semicolon.
node_modules/cookies/test.js: line 22, col 38, Missing semicolon.
node_modules/cookies/test.js: line 24, col 46, Missing semicolon.
node_modules/cookies/test.js: line 25, col 41, Missing semicolon.
node_modules/cookies/test.js: line 28, col 39, Missing semicolon.
node_modules/cookies/test.js: line 29, col 53, Missing semicolon.
node_modules/cookies/test.js: line 30, col 57, Missing semicolon.
node_modules/cookies/test.js: line 32, col 34, Missing semicolon.
node_modules/cookies/test.js: line 33, col 32, Missing semicolon.
node_modules/cookies/test.js: line 34, col 37, Missing semicolon.
node_modules/cookies/test.js: line 35, col 38, Missing semicolon.
node_modules/cookies/test.js: line 37, col 57, Missing semicolon.
node_modules/cookies/test.js: line 45, col 4, Missing semicolon.
node_modules/cookies/test.js: line 46, col 3, Missing semicolon.
node_modules/cookies/test.js: line 48, col 22, Missing semicolon.
node_modules/cookies/test.js: line 52, col 14, Missing semicolon.
node_modules/cookies/test.js: line 54, col 3, 'console' is not defined.
node_modules/cookies/test.js: line 54, col 41, Missing semicolon.
node_modules/cookies/test.js: line 55, col 3, 'console' is not defined.
node_modules/cookies/test.js: line 55, col 32, Missing semicolon.
node_modules/cookies/test.js: line 57, col 31, ['location'] is better written in dot notation.
node_modules/cookies/test.js: line 57, col 43, Missing semicolon.
node_modules/cookies/test.js: line 58, col 52, Missing semicolon.
node_modules/cookies/test.js: line 61, col 53, Missing semicolon.
node_modules/cookies/test.js: line 61, col 57, Missing semicolon.
node_modules/cookies/test.js: line 62, col 32, 'console' is not defined.
node_modules/cookies/test.js: line 62, col 51, Missing semicolon.
node_modules/cookies/test.js: line 62, col 54, Missing semicolon.
node_modules/cookies/test.js: line 63, col 19, Missing semicolon.
node_modules/cookies/test.js: line 64, col 5, Missing semicolon.
node_modules/cookies/test.js: line 65, col 3, Missing semicolon.
node_modules/cookies/index.js: line 1, col 1, 'module' is not defined.
node_modules/cookies/index.js: line 1, col 18, 'require' is not defined.
node_modules/cookies/index.js: line 1, col 44, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 1, col 15, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 4, col 25, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 5, col 27, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 6, col 19, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 12, col 50, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 14, col 36, ['cookie'] is better written in dot notation.
node_modules/cookies/lib/cookies.js: line 14, col 46, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 15, col 20, Line breaking error 'return'.
node_modules/cookies/lib/cookies.js: line 15, col 26, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 17, col 27, 'getPattern' is not defined.
node_modules/cookies/lib/cookies.js: line 17, col 47, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 18, col 19, Line breaking error 'return'.
node_modules/cookies/lib/cookies.js: line 18, col 25, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 20, col 23, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 21, col 46, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 23, col 33, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 24, col 20, Line breaking error 'return'.
node_modules/cookies/lib/cookies.js: line 24, col 26, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 26, col 30, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 27, col 44, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 29, col 62, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 32, col 58, Expected an assignment or function call and instead saw an expression.
node_modules/cookies/lib/cookies.js: line 32, col 59, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 33, col 19, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 41, col 22, 'Cookie' is not defined.
node_modules/cookies/lib/cookies.js: line 42, col 15, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 44, col 60, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 46, col 98, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 48, col 27, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 49, col 38, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 52, col 57, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 53, col 26, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 54, col 40, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 57, col 43, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 58, col 16, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 60, col 2, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 63, col 43, Expected an assignment or function call and instead saw an expression.
node_modules/cookies/lib/cookies.js: line 63, col 44, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 65, col 19, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 66, col 25, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 68, col 18, 'name' is already defined.
node_modules/cookies/lib/cookies.js: line 68, col 57, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 78, col 61, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 81, col 33, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 83, col 58, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 84, col 78, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 85, col 62, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 86, col 45, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 87, col 47, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 89, col 18, Missing semicolon.
node_modules/cookies/lib/cookies.js: line 89, col 18, Too many errors. (86% scanned).
relax.js: line 1, col 1, 'exports' is not defined.
server.js: line 1, col 1, 'startup' is not defined.
server.js: line 1, col 11, 'require' is not defined.
server.js: line 3, col 1, 'DB_CONFIG_FILE' is not defined.
server.js: line 3, col 32, Missing semicolon.
server.js: line 4, col 1, 'KEYS_CONFIG_FILE' is not defined.
server.js: line 4, col 36, Missing semicolon.
server.js: line 5, col 1, 'ENV' is not defined.
server.js: line 5, col 7, 'startup' is not defined.
server.js: line 7, col 1, 'http' is not defined.
server.js: line 7, col 8, 'require' is not defined.
server.js: line 7, col 23, Missing semicolon.
server.js: line 7, col 23, Expected an identifier and instead saw ','.
server.js: line 7, col 23, Expected an assignment or function call and instead saw an expression.
server.js: line 7, col 24, Missing semicolon.
server.js: line 8, col 1, 'path' is not defined.
server.js: line 8, col 8, 'require' is not defined.
server.js: line 8, col 23, Missing semicolon.
server.js: line 8, col 23, Expected an identifier and instead saw ','.
server.js: line 8, col 23, Expected an assignment or function call and instead saw an expression.
server.js: line 8, col 24, Missing semicolon.
server.js: line 9, col 1, 'io' is not defined.
server.js: line 9, col 6, 'require' is not defined.
server.js: line 9, col 26, Missing semicolon.
server.js: line 9, col 26, Expected an identifier and instead saw ','.
server.js: line 9, col 26, Expected an assignment or function call and instead saw an expression.
server.js: line 9, col 27, Missing semicolon.
server.js: line 10, col 1, 'fs' is not defined.
server.js: line 10, col 6, 'require' is not defined.
server.js: line 12, col 1, 'paperboy' is not defined.
server.js: line 12, col 12, 'require' is not defined.
server.js: line 14, col 1, 'Services' is not defined.
server.js: line 14, col 12, 'require' is not defined.
server.js: line 15, col 1, 'LandscapeHandler' is not defined.
server.js: line 15, col 20, 'require' is not defined.
server.js: line 17, col 1, 'startup' is not defined.
server.js: line 17, col 29, 'DB_CONFIG_FILE' is not defined.
server.js: line 18, col 1, 'startup' is not defined.
server.js: line 18, col 29, 'KEYS_CONFIG_FILE' is not defined.
server.js: line 20, col 26, 'Services' is not defined.
server.js: line 21, col 28, 'LandscapeHandler' is not defined.
server.js: line 23, col 1, 'ROOT' is not defined.
server.js: line 23, col 8, 'path' is not defined.
server.js: line 23, col 21, '__filename' is not defined.
server.js: line 25, col 1, 'server' is not defined.
server.js: line 25, col 10, 'http' is not defined.
server.js: line 29, col 5, 'paperboy' is not defined.
server.js: line 30, col 14, 'ROOT' is not defined.
server.js: line 38, col 1, 'server' is not defined.
server.js: line 39, col 1, 'console' is not defined.
server.js: line 41, col 18, 'require' is not defined.
server.js: line 41, col 18, Too many errors. (69% scanned).
site/app/src/hb.chat.js: line 5, col 28, '$' is not defined.
site/app/src/hb.chat.js: line 6, col 21, '$' is not defined.
site/app/src/hb.chat.js: line 20, col 18, '$' is not defined.
site/app/src/hb.chat.js: line 22, col 23, '$' is not defined.
site/app/src/hb.chat.js: line 24, col 23, '$' is not defined.
site/app/src/hb.chat.js: line 33, col 18, '$' is not defined.
site/app/src/hb.chat.js: line 35, col 23, '$' is not defined.
site/app/src/hb.chat.js: line 74, col 5, '$' is not defined.
site/app/src/hb.chat.js: line 77, col 3, '$' is not defined.
site/app/src/hb.chat.js: line 77, col 5, 'document' is not defined.
site/app/src/hb.chat.js: line 78, col 5, 'GlobalChatModel' is not defined.
site/app/src/jquery.cookie.js: line 10, col 1, 'jQuery' is not defined.
site/app/src/jquery.cookie.js: line 14, col 19, 'jQuery' is not defined.
site/app/src/jquery.cookie.js: line 27, col 17, 'document' is not defined.
site/app/src/jquery.cookie.js: line 40, col 89, 'document' is not defined.
site/app/src/hb.ui.js: line 27, col 18, 'scores' is already defined.
site/app/src/hb.ui.js: line 27, col 20, '$' is not defined.
site/app/src/hb.ui.js: line 36, col 20, '$' is not defined.
site/app/src/hb.ui.js: line 44, col 7, '$' is not defined.
site/app/src/hb.ui.js: line 49, col 3, '$' is not defined.
site/app/src/hb.ui.js: line 49, col 5, 'document' is not defined.
site/app/src/hb.ui.js: line 50, col 5, 'GlobalViewModel' is not defined.
site/app/src/game.js: line 5, col 40, 'expand' is not defined.
site/app/src/game.js: line 8, col 21, Expected a conditional expression and instead saw an assignment.
site/app/src/game.js: line 8, col 55, 'expand' is not defined.
site/app/src/game.js: line 13, col 34, 'dirname' is not defined.
site/app/src/game.js: line 15, col 29, Missing semicolon.
site/app/src/game.js: line 15, col 30, Expected an identifier and instead saw '='.
site/app/src/game.js: line 15, col 30, Expected an assignment or function call and instead saw an expression.
site/app/src/game.js: line 15, col 31, Missing semicolon.
site/app/src/game.js: line 15, col 39, Expected an assignment or function call and instead saw an expression.
site/app/src/game.js: line 34, col 40, Use '!==' to compare with ''.
site/app/src/game.js: line 44, col 6, Missing semicolon.
site/app/src/game.js: line 105, col 3, 'GlobalChatModel' is not defined.
site/app/src/game.js: line 108, col 7, 'GlobalChatModel' is not defined.
site/app/src/game.js: line 114, col 7, 'GlobalChatModel' is not defined.
site/app/src/game.js: line 128, col 5, 'GlobalChatModel' is not defined.
site/app/src/game.js: line 132, col 5, 'GlobalChatModel' is not defined.
site/app/src/game.js: line 135, col 3, 'GlobalChatModel' is not defined.
site/app/src/game.js: line 160, col 11, 'app' is already defined.
site/app/src/game.js: line 161, col 14, 'server' is already defined.
site/app/src/game.js: line 180, col 1, Mixed spaces and tabs.
site/app/src/game.js: line 181, col 5, 'createGameComponents' is not defined.
site/app/src/game.js: line 182, col 5, 'initializeHud' is not defined.
site/app/src/game.js: line 183, col 5, 'waitForAssetsToLoad' is not defined.
site/app/src/game.js: line 204, col 1, Mixed spaces and tabs.
site/app/src/game.js: line 205, col 7, 'sendReadyWithCredentialsToServer' is not defined.
site/app/src/game.js: line 211, col 20, '$' is not defined.
site/app/src/game.js: line 212, col 16, '$' is not defined.
site/app/src/game.js: line 225, col 6, 'document' is not defined.
site/app/src/game.js: line 237, col 9, Bad for in variable 'i'.
site/app/src/game.js: line 238, col 38, 'i' is not defined.
site/app/src/game.js: line 244, col 1, Mixed spaces and tabs.
site/app/src/game.js: line 244, col 11, Bad for in variable 'i'.
site/app/src/game.js: line 245, col 2, Mixed spaces and tabs.
site/app/src/game.js: line 245, col 40, 'i' is not defined.
site/app/src/game.js: line 246, col 2, Mixed spaces and tabs.
site/app/src/game.js: line 248, col 2, Mixed spaces and tabs.
site/app/src/game.js: line 249, col 6, Mixed spaces and tabs.
site/app/src/game.js: line 249, col 12, 'addHovercraftToScene' is not defined.
site/app/src/game.js: line 250, col 2, Mixed spaces and tabs.
site/app/src/game.js: line 252, col 1, Mixed spaces and tabs.
site/app/src/game.js: line 266, col 1, Mixed spaces and tabs.
site/app/src/game.js: line 279, col 1, 'ClientCommunication' is not defined.
site/app/src/game.js: line 282, col 19, 'io' is not defined.
site/app/src/game.js: line 291, col 1, 'ClientCommunication' is not defined.
site/app/src/game.js: line 299, col 1, 'ClientCommunication' is not defined.
site/app/src/game.js: line 300, col 4, 'alert' is not defined.
site/app/src/game.js: line 303, col 1, 'ClientCommunication' is not defined.
site/app/src/game.js: line 307, col 1, 'ClientCommunication' is not defined.
site/app/src/game.js: line 308, col 3, 'alert' is not defined.
site/app/src/game.js: line 311, col 1, 'ClientCommunication' is not defined.
site/app/src/game.js: line 311, col 1, Too many errors. (4% scanned).
site/app/src/jquery-1.5.1.min.js: line 16, col 38, 'd' is not defined.
site/app/src/jquery-1.5.1.min.js: line 16, col 101, Missing semicolon.
site/app/src/jquery-1.5.1.min.js: line 16, col 121, 'bZ' is not defined.
site/app/src/jquery-1.5.1.min.js: line 16, col 134, 'd' is not defined.
site/app/src/jquery-1.5.1.min.js: line 16, col 226, 'bZ' is not defined.
site/app/src/jquery-1.5.1.min.js: line 16, col 233, Missing semicolon.
site/app/src/jquery-1.5.1.min.js: line 16, col 241, 'bZ' is not defined.
site/app/src/jquery-1.5.1.min.js: line 16, col 246, Missing semicolon.
site/app/src/jquery-1.5.1.min.js: line 16, col 273, 'd' is not defined.
site/app/src/jquery-1.5.1.min.js: line 16, col 280, 'cb' is not defined.
site/app/src/jquery-1.5.1.min.js: line 16, col 299, 'cb' is not defined.
site/app/src/jquery-1.5.1.min.js: line 16, col 334, Missing semicolon.
site/app/src/jquery-1.5.1.min.js: line 16, col 345, Missing semicolon.
site/app/src/jquery-1.5.1.min.js: line 16, col 411, Missing semicolon.
site/app/src/jquery-1.5.1.min.js: line 16, col 468, Missing '()' invoking a constructor.
site/app/src/jquery-1.5.1.min.js: line 16, col 468, Missing semicolon.
site/app/src/jquery-1.5.1.min.js: line 16, col 494, 'd' is not defined.
site/app/src/jquery-1.5.1.min.js: line 16, col 530, 'bU' is not defined.
site/app/src/jquery-1.5.1.min.js: line 16, col 533, 'bU' is not defined.
site/app/src/jquery-1.5.1.min.js: line 16, col 543, Missing semicolon.
site/app/src/jquery-1.5.1.min.js: line 16, col 545, Missing semicolon.
site/app/src/jquery-1.5.1.min.js: line 16, col 606, Expected an assignment or function call and instead saw an expression.
site/app/src/jquery-1.5.1.min.js: line 16, col 769, Expected an assignment or function call and instead saw an expression.
site/app/src/jquery-1.5.1.min.js: line 16, col 774, Missing semicolon.
site/app/src/jquery-1.5.1.min.js: line 16, col 774, Expected an identifier and instead saw ','.
site/app/src/jquery-1.5.1.min.js: line 16, col 774, Expected an assignment or function call and instead saw an expression.
site/app/src/jquery-1.5.1.min.js: line 16, col 775, Missing semicolon.
site/app/src/jquery-1.5.1.min.js: line 16, col 830, Missing semicolon.
site/app/src/jquery-1.5.1.min.js: line 16, col 830, Expected an identifier and instead saw ','.
site/app/src/jquery-1.5.1.min.js: line 16, col 830, Expected an assignment or function call and instead saw an expression.
site/app/src/jquery-1.5.1.min.js: line 16, col 831, Missing semicolon.
site/app/src/jquery-1.5.1.min.js: line 16, col 940, Missing semicolon.
site/app/src/jquery-1.5.1.min.js: line 16, col 940, Expected an identifier and instead saw ','.
site/app/src/jquery-1.5.1.min.js: line 16, col 940, Expected an assignment or function call and instead saw an expression.
site/app/src/jquery-1.5.1.min.js: line 16, col 941, Missing semicolon.
site/app/src/jquery-1.5.1.min.js: line 16, col 941, Confusing use of '!'.
site/app/src/jquery-1.5.1.min.js: line 16, col 952, Confusing use of '!'.
site/app/src/jquery-1.5.1.min.js: line 16, col 964, Expected an assignment or function call and instead saw an expression.
site/app/src/jquery-1.5.1.min.js: line 16, col 971, '}' is not a statement label.
site/app/src/jquery-1.5.1.min.js: line 16, col 972, Missing semicolon.
site/app/src/jquery-1.5.1.min.js: line 16, col 983, 'd' is not defined.
site/app/src/jquery-1.5.1.min.js: line 16, col 1034, Expected an assignment or function call and instead saw an expression.
site/app/src/jquery-1.5.1.min.js: line 16, col 1035, Missing semicolon.
site/app/src/jquery-1.5.1.min.js: line 16, col 1035, Expected an identifier and instead saw ','.
site/app/src/jquery-1.5.1.min.js: line 16, col 1035, Expected an assignment or function call and instead saw an expression.
site/app/src/jquery-1.5.1.min.js: line 16, col 1036, Missing semicolon.
site/app/src/jquery-1.5.1.min.js: line 16, col 1036, Confusing use of '!'.
site/app/src/jquery-1.5.1.min.js: line 16, col 1061, Expected an assignment or function call and instead saw an expression.
site/app/src/jquery-1.5.1.min.js: line 16, col 1062, Missing semicolon.
site/app/src/jquery-1.5.1.min.js: line 16, col 1072, Missing semicolon.
site/app/src/jquery-1.5.1.min.js: line 16, col 1072, Too many errors. (100% scanned).
src/client/application.js: line 1, col 13, 'require' is not defined.
src/client/application.js: line 2, col 23, 'require' is not defined.
src/client/application.js: line 3, col 28, 'require' is not defined.
src/client/application.js: line 4, col 26, 'require' is not defined.
src/client/application.js: line 5, col 18, 'require' is not defined.
src/client/application.js: line 6, col 21, 'require' is not defined.
src/client/application.js: line 7, col 22, 'require' is not defined.
src/client/application.js: line 9, col 28, 'require' is not defined.
src/client/application.js: line 10, col 15, 'require' is not defined.
src/client/application.js: line 13, col 1, 'exports' is not defined.
src/client/application.js: line 19, col 1, 'exports' is not defined.
src/client/application.js: line 26, col 1, 'exports' is not defined.
src/client/application.js: line 43, col 1, 'exports' is not defined.
src/client/application.js: line 47, col 1, 'exports' is not defined.
src/client/overlay.js: line 1, col 12, 'require' is not defined.
src/client/overlay.js: line 5, col 10, 'id' is already defined.
src/client/overlay.js: line 6, col 15, 'texture' is already defined.
src/client/overlay.js: line 27, col 15, Missing semicolon.
src/client/overlay.js: line 27, col 16, Expected an identifier and instead saw '='.
src/client/overlay.js: line 27, col 16, Expected an assignment or function call and instead saw an expression.
src/client/overlay.js: line 27, col 17, Missing semicolon.
src/client/overlay.js: line 27, col 46, Expected an assignment or function call and instead saw an expression.
src/client/overlay.js: line 31, col 16, Missing semicolon.
src/client/overlay.js: line 31, col 17, Expected an identifier and instead saw '='.
src/client/overlay.js: line 31, col 17, Expected an assignment or function call and instead saw an expression.
src/client/overlay.js: line 31, col 18, Missing semicolon.
src/client/overlay.js: line 31, col 48, Expected an assignment or function call and instead saw an expression.
src/client/overlay.js: line 35, col 17, Missing semicolon.
src/client/overlay.js: line 35, col 18, Expected an identifier and instead saw '='.
src/client/overlay.js: line 35, col 18, Expected an assignment or function call and instead saw an expression.
src/client/overlay.js: line 35, col 19, Missing semicolon.
src/client/overlay.js: line 35, col 50, Expected an assignment or function call and instead saw an expression.
src/client/overlay.js: line 39, col 18, Missing semicolon.
src/client/overlay.js: line 39, col 19, Expected an identifier and instead saw '='.
src/client/overlay.js: line 39, col 19, Expected an assignment or function call and instead saw an expression.
src/client/overlay.js: line 39, col 20, Missing semicolon.
src/client/overlay.js: line 39, col 52, Expected an assignment or function call and instead saw an expression.
src/client/overlay.js: line 51, col 20, Missing semicolon.
src/client/overlay.js: line 51, col 21, Expected an identifier and instead saw '='.
src/client/overlay.js: line 51, col 21, Expected an assignment or function call and instead saw an expression.
src/client/overlay.js: line 51, col 22, Missing semicolon.
src/client/overlay.js: line 51, col 56, Expected an assignment or function call and instead saw an expression.
src/client/overlay.js: line 55, col 1, 'exports' is not defined.
src/client/overlay.js: line 57, col 11, 'app' is already defined.
src/client/overlay.js: line 73, col 19, Extra comma.
src/client/overlay.js: line 93, col 23, 'document' is not defined.
src/client/overlay.js: line 124, col 1, Mixed spaces and tabs.
src/client/overlay.js: line 125, col 1, Mixed spaces and tabs.
src/client/overlay.js: line 126, col 40, 'Float32Array' is not defined.
src/client/overlay.js: line 128, col 1, Mixed spaces and tabs.
src/client/overlay.js: line 129, col 1, Mixed spaces and tabs.
src/client/overlay.js: line 130, col 40, 'Float32Array' is not defined.
src/client/overlay.js: line 134, col 5, 'gl' is not defined.
src/client/overlay.js: line 150, col 1, Mixed spaces and tabs.
src/client/overlay.js: line 151, col 1, Mixed spaces and tabs.
src/client/overlay.js: line 155, col 2, Mixed spaces and tabs.
src/client/overlay.js: line 156, col 2, Mixed spaces and tabs.
src/client/overlay.js: line 160, col 1, Mixed spaces and tabs.
src/client/hovercraftcontroller.js: line 15, col 1, Duplicate member 'X'.
src/client/hovercraftcontroller.js: line 17, col 1, 'KeyboardStates' is not defined.
src/client/hovercraftcontroller.js: line 32, col 3, 'setInterval' is not defined.
src/client/hovercraftcontroller.js: line 70, col 8, 'KeyboardStates' is not defined.
src/client/hovercraftcontroller.js: line 75, col 14, 'KeyboardStates' is not defined.
src/client/hovercraftcontroller.js: line 83, col 1, 'document' is not defined.
src/client/hovercraftcontroller.js: line 85, col 3, 'KeyboardStates' is not defined.
src/client/hovercraftcontroller.js: line 89, col 1, 'document' is not defined.
src/client/hovercraftcontroller.js: line 91, col 3, 'KeyboardStates' is not defined.
src/client/hovercraftcontroller.js: line 95, col 1, 'exports' is not defined.
src/client/trailsandexplosions.js: line 1, col 15, 'require' is not defined.
src/client/trailsandexplosions.js: line 2, col 19, 'require' is not defined.
src/client/trailsandexplosions.js: line 3, col 23, 'require' is not defined.
src/client/trailsandexplosions.js: line 4, col 17, 'require' is not defined.
src/client/trailsandexplosions.js: line 6, col 1, 'exports' is not defined.
src/client/trailsandexplosions.js: line 12, col 7, 'setupEntityTrail' is not defined.
src/client/trailsandexplosions.js: line 12, col 32, 'createHovercraftTrail' is not defined.
src/client/trailsandexplosions.js: line 14, col 7, 'setupEntityTrail' is not defined.
src/client/trailsandexplosions.js: line 14, col 32, 'createMissileTrail' is not defined.
src/client/trailsandexplosions.js: line 19, col 7, 'removeEntityTrail' is not defined.
src/client/trailsandexplosions.js: line 42, col 18, 'vec3' is not defined.
src/client/trailsandexplosions.js: line 45, col 29, 'vec3' is not defined.
src/client/trailsandexplosions.js: line 56, col 18, 'vec3' is not defined.
src/client/trailsandexplosions.js: line 57, col 37, 'vec3' is not defined.
src/client/trailsandexplosions.js: line 58, col 37, 'vec3' is not defined.
src/client/trailsandexplosions.js: line 60, col 29, 'vec3' is not defined.
src/client/trailsandexplosions.js: line 67, col 5, 'createExplosionAtLocation' is not defined.
src/client/trailsandexplosions.js: line 71, col 5, 'createExplosionAtLocation' is not defined.
src/client/trailsandexplosions.js: line 75, col 5, 'createExplosionAtLocation' is not defined.
src/client/trailsandexplosions.js: line 81, col 24, 'vec3' is not defined.
src/client/chatdisplay.js: line 1, col 1, 'exports' is not defined.
src/client/chatdisplay.js: line 5, col 3, 'GlobalChatModel' is not defined.
src/client/chatdisplay.js: line 8, col 7, 'GlobalChatModel' is not defined.
src/client/chatdisplay.js: line 14, col 7, 'GlobalChatModel' is not defined.
src/client/chatdisplay.js: line 28, col 5, 'GlobalChatModel' is not defined.
src/client/chatdisplay.js: line 32, col 5, 'GlobalChatModel' is not defined.
src/client/chatdisplay.js: line 35, col 3, 'GlobalChatModel' is not defined.
src/client/clientgamereceiver.js: line 1, col 17, 'require' is not defined.
src/client/clientgamereceiver.js: line 2, col 20, 'require' is not defined.
src/client/clientgamereceiver.js: line 3, col 22, 'require' is not defined.
src/client/clientgamereceiver.js: line 4, col 25, 'require' is not defined.
src/client/clientgamereceiver.js: line 5, col 25, 'require' is not defined.
src/client/clientgamereceiver.js: line 6, col 19, 'require' is not defined.
src/client/clientgamereceiver.js: line 7, col 19, 'require' is not defined.
src/client/clientgamereceiver.js: line 8, col 28, 'require' is not defined.
src/client/clientgamereceiver.js: line 9, col 27, 'require' is not defined.
src/client/clientgamereceiver.js: line 10, col 20, 'require' is not defined.
src/client/clientgamereceiver.js: line 11, col 11, 'require' is not defined.
src/client/clientgamereceiver.js: line 12, col 13, 'require' is not defined.
src/client/clientgamereceiver.js: line 13, col 29, 'require' is not defined.
src/client/clientgamereceiver.js: line 14, col 19, 'require' is not defined.
src/client/clientgamereceiver.js: line 16, col 1, 'exports' is not defined.
src/client/clientgamereceiver.js: line 19, col 11, 'app' is already defined.
src/client/clientgamereceiver.js: line 20, col 14, 'server' is already defined.
src/client/clientgamereceiver.js: line 39, col 1, Mixed spaces and tabs.
src/client/clientgamereceiver.js: line 40, col 5, 'createGameComponents' is not defined.
src/client/clientgamereceiver.js: line 41, col 5, 'initializeHud' is not defined.
src/client/clientgamereceiver.js: line 42, col 5, 'waitForAssetsToLoad' is not defined.
src/client/clientgamereceiver.js: line 63, col 1, Mixed spaces and tabs.
src/client/clientgamereceiver.js: line 64, col 7, 'sendReadyWithCredentialsToServer' is not defined.
src/client/clientgamereceiver.js: line 70, col 20, '$' is not defined.
src/client/clientgamereceiver.js: line 71, col 16, '$' is not defined.
src/client/clientgamereceiver.js: line 84, col 6, 'document' is not defined.
src/client/clientgamereceiver.js: line 96, col 9, Bad for in variable 'i'.
src/client/clientgamereceiver.js: line 97, col 38, 'i' is not defined.
src/client/clientgamereceiver.js: line 103, col 1, Mixed spaces and tabs.
src/client/clientgamereceiver.js: line 103, col 11, Bad for in variable 'i'.
src/client/clientgamereceiver.js: line 104, col 2, Mixed spaces and tabs.
src/client/clientgamereceiver.js: line 104, col 40, 'i' is not defined.
src/client/clientgamereceiver.js: line 105, col 2, Mixed spaces and tabs.
src/client/clientgamereceiver.js: line 107, col 2, Mixed spaces and tabs.
src/client/clientgamereceiver.js: line 108, col 6, Mixed spaces and tabs.
src/client/clientgamereceiver.js: line 108, col 12, 'addHovercraftToScene' is not defined.
