build/assets.js: line 16, col 24, eval is evil.
node_modules/socket.io/test/io.test.js: line 15, col 28, Bad line breaking before ','.
node_modules/socket.io/test/io.test.js: line 16, col 32, Bad line breaking before ','.
node_modules/socket.io/test/io.test.js: line 31, col 48, Expected an identifier and instead saw 'instanceof' (a reserved word).
node_modules/socket.io/test/io.test.js: line 41, col 28, Bad line breaking before ','.
node_modules/socket.io/test/io.test.js: line 44, col 28, Expected an identifier and instead saw 'instanceof' (a reserved word).
node_modules/socket.io/test/io.test.js: line 57, col 36, Bad line breaking before ','.
node_modules/socket.io/test/io.test.js: line 58, col 31, Bad line breaking before ','.
node_modules/socket.io/test/io.test.js: line 59, col 18, Bad line breaking before ','.
node_modules/socket.io/test/io.test.js: line 76, col 65, Bad line breaking before ','.
node_modules/socket.io/test/io.test.js: line 78, col 27, Bad line breaking before ','.
node_modules/socket.io/test/io.test.js: line 79, col 31, Bad line breaking before ','.
node_modules/socket.io/test/io.test.js: line 85, col 15, Bad line breaking before ','.
node_modules/socket.io/test/io.test.js: line 86, col 15, Bad line breaking before ','.
node_modules/socket.io/test/io.test.js: line 109, col 27, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 11, col 30, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 12, col 26, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 13, col 32, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 23, col 18, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 29, col 14, 'port' is already defined.
node_modules/socket.io/test/manager.test.js: line 29, col 18, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 30, col 12, 'io' is already defined.
node_modules/socket.io/test/manager.test.js: line 43, col 18, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 47, col 34, Expected an identifier and instead saw 'true' (a reserved word).
node_modules/socket.io/test/manager.test.js: line 47, col 34, Expected an assignment or function call and instead saw an expression.
node_modules/socket.io/test/manager.test.js: line 48, col 35, Expected an identifier and instead saw 'false' (a reserved word).
node_modules/socket.io/test/manager.test.js: line 48, col 35, Expected an assignment or function call and instead saw an expression.
node_modules/socket.io/test/manager.test.js: line 51, col 14, 'port' is already defined.
node_modules/socket.io/test/manager.test.js: line 51, col 18, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 52, col 12, 'io' is already defined.
node_modules/socket.io/test/manager.test.js: line 58, col 34, Expected an identifier and instead saw 'true' (a reserved word).
node_modules/socket.io/test/manager.test.js: line 58, col 34, Expected an assignment or function call and instead saw an expression.
node_modules/socket.io/test/manager.test.js: line 64, col 18, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 82, col 18, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 83, col 44, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 103, col 18, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 104, col 44, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 130, col 31, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 131, col 18, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 152, col 18, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 153, col 29, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 171, col 18, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 172, col 29, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 186, col 18, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 187, col 29, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 201, col 18, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 202, col 29, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 208, col 8, Unnecessary semicolon.
node_modules/socket.io/test/manager.test.js: line 224, col 18, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 225, col 29, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 230, col 21, Missing '()' invoking a constructor.
node_modules/socket.io/test/manager.test.js: line 231, col 8, Unnecessary semicolon.
node_modules/socket.io/test/manager.test.js: line 247, col 18, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 248, col 29, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 264, col 18, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 265, col 29, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 281, col 18, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 282, col 29, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 298, col 18, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 299, col 29, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 315, col 18, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 316, col 29, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 332, col 18, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 333, col 29, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 334, col 25, Bad line breaking before ','.
node_modules/socket.io/test/manager.test.js: line 334, col 25, Too many errors. (58% scanned).
node_modules/socket.io/test/transports.xhr-polling.test.js: line 12, col 30, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 13, col 32, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 14, col 25, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 15, col 18, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 24, col 2, Unnecessary semicolon.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 30, col 22, The '__proto__' property is deprecated.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 55, col 55, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 62, col 37, Expected an assignment or function call and instead saw an expression.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 76, col 2, Unnecessary semicolon.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 85, col 28, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 89, col 31, A leading decimal point can be confused with a dot: '.05'.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 97, col 6, Unnecessary semicolon.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 107, col 19, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 108, col 21, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 109, col 23, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 113, col 27, Expected an assignment or function call and instead saw an expression.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 120, col 27, Expected an assignment or function call and instead saw an expression.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 126, col 28, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 127, col 23, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 132, col 31, A leading decimal point can be confused with a dot: '.05'.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 157, col 28, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 158, col 23, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 162, col 31, A leading decimal point can be confused with a dot: '.05'.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 191, col 28, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 192, col 23, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 193, col 24, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 197, col 31, A leading decimal point can be confused with a dot: '.05'.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 217, col 34, Expected an identifier and instead saw 'true' (a reserved word).
node_modules/socket.io/test/transports.xhr-polling.test.js: line 217, col 34, Expected an assignment or function call and instead saw an expression.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 234, col 28, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 235, col 23, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 254, col 26, Expected an identifier and instead saw 'true' (a reserved word).
node_modules/socket.io/test/transports.xhr-polling.test.js: line 254, col 26, Expected an assignment or function call and instead saw an expression.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 260, col 28, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 261, col 23, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 266, col 50, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 267, col 53, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 293, col 28, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 297, col 34, A leading decimal point can be confused with a dot: '.05'.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 298, col 31, A leading decimal point can be confused with a dot: '.05'.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 321, col 28, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 322, col 23, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 326, col 31, A leading decimal point can be confused with a dot: '.05'.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 333, col 50, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 335, col 65, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 336, col 65, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 338, col 12, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 375, col 28, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 376, col 23, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 377, col 20, Bad line breaking before ','.
node_modules/socket.io/test/transports.xhr-polling.test.js: line 377, col 20, Too many errors. (13% scanned).
node_modules/socket.io/test/parser.test.js: line 6, col 35, Bad line breaking before ','.
node_modules/socket.io/test/parser.test.js: line 7, col 21, Bad line breaking before ','.
node_modules/socket.io/test/parser.test.js: line 18, col 15, Bad line breaking before ','.
node_modules/socket.io/test/parser.test.js: line 19, col 17, Bad line breaking before ','.
node_modules/socket.io/test/parser.test.js: line 20, col 17, Bad line breaking before ','.
node_modules/socket.io/test/parser.test.js: line 27, col 15, Bad line breaking before ','.
node_modules/socket.io/test/parser.test.js: line 28, col 17, Bad line breaking before ','.
node_modules/socket.io/test/parser.test.js: line 29, col 17, Bad line breaking before ','.
node_modules/socket.io/test/parser.test.js: line 36, col 15, Bad line breaking before ','.
